pinch_strength,grab_strength,average_distance,average_spread,average_trispread,f1_extended_distance,f1_diptip_projection_x,f1_diptip_projection_y,f1_diptip_projection_z,f1_angle,f2_extended_distance,f2_diptip_projection_x,f2_diptip_projection_y,f2_diptip_projection_z,f2_angle,f3_extended_distance,f3_diptip_projection_x,f3_diptip_projection_y,f3_diptip_projection_z,f3_angle,f4_extended_distance,f4_diptip_projection_x,f4_diptip_projection_y,f4_diptip_projection_z,f4_angle,f5_extended_distance,f5_diptip_projection_x,f5_diptip_projection_y,f5_diptip_projection_z,f5_angle
0.6192262768745422,0.4858390688896179,12.829198295686941,24.136815805160836,479.99992375245927,56.516989457584835,0.66418591712628816,-0.49701529655821108,-0.82590185516968451,2.0728874175856458,73.139900079311971,4.9600840413514575,-3.7116680393227983,-6.1677649373749048,1.5443077698939589,52.460291406528277,-1.6873050895583488,1.2626230364826707,2.0981300081352399,0.69392183439787136,43.851508586742604,-5.2136516570465208,3.9014145853765254,6.4830711774102339,0.6179130695565882,42.975606790010062,-3.5209179967125674,2.6347293087223105,4.3781908504879139,0.5223914431497777
0.6980029344558716,0.5345697402954102,12.829198295686941,24.136815805160836,479.99992375245927,56.382940356304296,0.87363842491282462,-0.5685838031306828,-0.98387379126685137,2.1115643949563623,73.082907069954459,6.0668860767500998,-3.9484677645942239,-6.8324034695610045,1.5970106647575897,51.828181710756688,-1.3060159700620291,0.84998496635650411,1.4708085716905153,0.6884178197354095,43.404838396499926,-5.7334932541380184,3.7314881153346739,6.4569432665631377,0.61249678316122769,42.439477330916709,-3.9213921392006452,2.5521313995500479,4.4161919176395541,0.5288441260010287
0.8057334423065186,0.6661531329154968,12.829198295686941,24.136815805160836,479.99992375245927,50.814182293112815,3.2938652278510876,-1.9930211549560934,-3.2453051716410282,2.280157771968518,72.760494577026492,6.5375547050869454,-3.9556824361698131,-6.4411743124494256,1.5996237482861999,50.251783543099641,-1.3296714939811844,0.80454518728912039,1.3100687118325156,0.65166564273852878,42.247237559290298,-5.8917010936281065,3.5648953754976231,5.8048422465021412,0.56943132374284555,41.668183212056476,-4.3842176076877175,2.6527613717071139,4.319582949394384,0.49471445065893344
0.9029914736747742,0.7526460886001587,12.829198295686941,24.136815805160836,479.99992375245927,50.931939265407003,3.4162322685697744,-1.8549537191445531,-3.2211064153455715,2.2351097200703816,73.041594335319118,7.0466779589849295,-3.8262215388256968,-6.6441909671625723,1.5882581051996358,49.266174443625836,-0.45765217721140228,0.24849704043931989,0.43151233526333865,0.60154925774431711,41.180782065460917,-5.2804890244975509,2.8672121755335112,4.9788819189662021,0.54061183868274765,40.963410084733809,-5.4859819475577627,2.9787911994176244,5.1726376477166003,0.48029807726828144
0.8243295550346375,0.8000972867012024,12.829198295686941,24.136815805160836,479.99992375245927,51.676666420820034,3.8108246222248563,-1.6683156874719727,-3.6569599433627054,2.1590961746922344,74.429045308128138,8.1162428702410612,-3.5531562446582621,-7.7885439529217484,1.5978625023667121,48.902816548601344,-0.21292370714891945,0.093214460408267683,0.20432676526092455,0.59813555585264433,41.008555165406129,-5.5280869753722932,2.4201046064771932,5.3048866417156084,0.54444672722214404,40.708011787901974,-5.9176233696648666,2.5906371661886811,5.678695234769731,0.48295346529733335
0.7460105419158936,0.7800047993659973,12.829198295686941,24.136815805160836,479.99992375245927,47.539265470700364,2.6881919048349663,-0.91534545070588191,-3.0104907347064223,2.5414114575995224,75.806428396429794,8.9436871208114539,-3.0453790534251839,-10.015984038523847,1.60911103206658,49.123562161243278,-0.051197559581395068,0.017433075803027668,0.057335854066874067,0.62665116482395578,41.036705358168916,-5.373161033639354,1.8295935268631207,6.0173723009741478,0.50412680814602662,40.547581924615478,-5.9615599708181435,2.0299468905415394,6.6763169044088491,0.48241992770014858
0.6978173851966858,0.5839687585830688,12.829198295686941,24.136815805160836,479.99992375245927,49.991878501890177,3.29284092400346,-1.9731459801747453,-5.362931339045339,2.2910578507718857,76.299535786987434,7.1537325445068189,-4.2866809965047832,-11.651026374951561,1.5604666249311168,49.368723324846002,-0.99425711929926675,0.59578172267741447,1.6193107372086875,0.54354935192671028,40.83592105450802,-4.077788668107118,2.4435047134603805,6.6413474403759691,0.41739770080874006,40.194334702278574,-4.6820436468626836,2.8055881878368263,7.6254757469455061,0.35118994115794966
0.6230535507202148,0.2170492708683014,12.829198295686941,24.136815805160836,479.99992375245927,53.078708393124309,2.405595922328331,-1.3506382433669262,-3.7347104775250486,2.2222025529654825,78.356592067471482,7.314680211204978,-4.1068771108036044,-11.356110380371605,1.7676511688475558,49.48331246001203,-1.3732742097627315,0.77103417457567713,2.1320212310435549,0.51491594083040471,40.412908729725409,-4.1516422360718197,2.3309678590528682,6.4454639343526043,0.38129631855156076,40.10661363776687,-4.4896333974572267,2.5207353026413544,6.9701984169897315,0.33280373442343231
0.6740735769271851,0.412808895111084,12.829198295686941,24.136815805160836,479.99992375245927,53.470451716325812,4.8849862786752274,-0.11313552887956373,-4.0858957653966881,2.5160729543095948,78.915174860578318,10.458749909689796,-0.24222303502001549,-8.7478980552906513,1.9932301011192994,49.419933554265221,-2.632204745496836,0.060961455982194095,2.2016262911999918,0.55927158787015407,40.496516780043329,-6.2204093687803867,0.14406372170511275,5.2028691277770154,0.358241955370175,40.02957853902118,-6.061292661424222,0.14037860330080959,5.0697808766127297,0.46171995483521727
0.7039768099784851,0.047190774232149124,12.829198295686941,24.136815805160836,479.99992375245927,54.129932691222578,3.9919743447099325,0.6382550746318465,-2.6823317045495583,2.6631152462296512,80.890562262996767,12.375537901579181,1.9786574724481625,-8.3155087703031327,2.399088602026926,49.072653744342404,-2.5247306130487721,-0.40366545140556054,1.6964450129299735,0.58174360288267779,40.708073564180374,-6.6525252049027577,-1.0636360869333132,4.4700385652709711,0.4035690290167025,40.230647295521777,-5.6910532858908045,-0.90991156907948179,3.823995683052182,0.50006818781286999
